1553498341200;-5.571906;-3.775656;6.8557963;-0.058589544;-0.13635385;-0.19920446;31.92;40.02;15.12;0.0;0.0
1553498341220;-5.6545057;-3.9486372;7.141904;0.084155895;-0.16724652;-0.24607609;32.04;40.02;15.18;0.0;0.0
1553498341241;-5.4647655;-4.3885717;7.2610154;0.28122982;-0.17044231;-0.2876214;31.98;40.02;15.0;0.0;0.0
1553498341261;-5.3803697;-4.268263;7.261614;0.38775626;-0.1555286;-0.33768883;31.98;40.02;14.88;0.0;0.0
1553498341281;-5.3157263;-4.2383356;7.3962874;0.49747851;-0.12357068;-0.30786142;31.92;40.08;14.82;0.0;0.0
1553498341301;-5.2103815;-4.175488;7.57286;0.6040049;-0.070307456;-0.23542345;31.86;40.08;14.82;0.0;0.0
1553498341320;-5.0344076;-4.0120835;7.6267295;0.69029135;0.018109497;-0.19281286;31.74;40.08;14.7;0.0;0.0
1553498341340;-5.075109;-3.7187939;7.4375877;0.71479243;0.12783173;-0.18748654;31.56;40.08;14.58;0.0;0.0
1553498341360;-5.270835;-3.2968156;7.20116;0.67218184;0.2130529;-0.19600865;31.38;40.14;14.4;0.0;0.0
1553498341382;-5.412093;-2.9334955;7.067085;0.5475459;0.29188246;-0.20772657;31.26;40.14;14.22;0.0;0.0
1553498341402;-5.5497594;-2.8078;7.0341644;0.38562572;0.3568636;-0.22583607;31.08;40.2;14.04;0.0;0.0
1553498341422;-5.5539494;-2.9095535;7.0048356;0.21518342;0.40373522;-0.25246766;30.9;40.32;13.86;0.0;0.0
1553498341441;-5.2498856;-3.1094694;7.2143283;0.09374327;0.44208476;-0.28336033;30.78;40.44;13.68;0.0;0.0
1553498341461;-4.8057613;-3.2489316;7.507618;0.11611383;0.5219796;-0.3174488;30.66;40.5;13.5;0.0;0.0
1553498341481;-4.4885297;-3.235165;7.715315;0.26738137;0.6359629;-0.35792887;30.54;40.62;13.32;0.0;0.0
1553498341501;-3.867833;-3.1262288;7.9128366;0.45486793;0.81705785;-0.4293016;30.54;40.68;13.26;0.0;0.0
1553498341520;-3.8307228;-2.9646204;7.961918;0.55074173;1.0929613;-0.5496765;30.54;40.8;13.2;0.0;0.0
1553498341540;-4.0479965;-3.1507695;7.2765775;0.37923414;1.5211977;-0.69987875;30.48;40.86;13.2;0.0;0.0
1553498341561;-4.531027;-3.5996823;6.423643;-0.18216023;2.0282636;-0.8032094;30.42;40.98;13.26;0.0;0.0
1553498341580;-5.17387;-4.402937;5.439626;-1.055677;2.586462;-0.8032094;30.18;41.1;13.5;0.0;0.0
1553498341600;-6.18961;-5.288193;4.099472;-2.167813;3.0786142;-0.6380934;29.82;41.28;13.98;0.0;0.0
1553498341621;-7.6464815;-6.0800753;2.5809495;-3.617638;3.636813;-0.15765914;29.4;41.52;14.76;0.0;0.0
