1553010613541;3.5578923;8.882759;2.0925963;0.0072888443;-0.0037885862;-0.005289482;-16.92;-15.78;-30.599998;24.80803297737318;67.03901146295279
1553010613561;3.6919718;8.877971;2.3296294;-0.008593652;-0.042273097;0.009982149;-17.1;-14.82;-30.48;24.80803297737318;67.03901146295279
1553010613581;3.8308396;8.827691;2.1716073;5.693264E-4;-0.080146745;0.019755993;-16.859999;-14.28;-31.14;24.80803297737318;67.03901146295279
1553010613601;3.8021083;8.717555;2.1476645;-0.035471722;-0.070372894;0.017923398;-16.56;-14.5199995;-31.92;24.80803297737318;67.03901146295279
1553010613621;3.8380225;8.652909;2.308081;-0.030584801;-0.061820786;0.015479936;-16.859999;-14.58;-32.04;24.80803297737318;67.03901146295279
1553010613641;3.9529476;8.717555;2.2170985;-0.015924035;-0.028223196;-0.01323073;-17.46;-14.28;-32.88;24.80803297737318;67.03901146295279
1553010613661;3.833234;8.770228;2.2314641;-0.009204517;-0.0013451253;-0.02361544;-17.52;-14.04;-33.899998;24.80803297737318;67.03901146295279
1553010613681;3.8380225;8.7822;2.1644244;-0.009815383;0.0029309313;-0.021171978;-17.58;-14.04;-34.5;24.80803297737318;67.03901146295279
1553010613702;3.727886;8.825297;2.2242813;-0.0067610564;0.0053743925;0.0069278227;-17.52;-14.099999;-34.44;24.80803297737318;67.03901146295279
1553010613721;3.7135203;8.736709;2.1883671;-0.019589227;0.0072069885;0.018534262;-16.74;-14.4;-34.32;24.80803297737318;67.03901146295279
1553010613741;3.7183087;8.729526;2.2769554;-0.0122588435;-0.032499254;0.014869071;-17.1;-14.34;-34.38;24.80803297737318;67.03901146295279
1553010613761;3.7685885;8.648121;2.2961094;-0.011037113;-0.04532742;0.011814745;-18.24;-14.219999;-33.78;24.80803297737318;67.03901146295279
1553010613781;3.8739367;8.717555;2.1213274;-0.004928461;-0.015395027;8.191703E-4;-17.58;-13.74;-33.6;24.80803297737318;67.03901146295279
1553010613801;3.8787253;8.825297;2.1835787;-6.524041E-4;0.016369967;-0.01323073;-17.4;-13.86;-33.78;24.80803297737318;67.03901146295279
1553010613821;3.7853484;8.851634;2.300898;0.010954035;-0.015395027;-0.01567419;-17.64;-14.34;-33.899998;24.80803297737318;67.03901146295279
1553010613841;3.7685885;8.865999;2.2194927;5.693264E-4;-0.027001465;-0.010176404;-17.4;-14.219999;-34.2;24.80803297737318;67.03901146295279
1553010613861;3.8475995;8.851634;2.310475;0.004234518;-0.014173295;-0.015063326;-17.88;-14.219999;-33.899998;24.80803297737318;67.03901146295279
1553010613881;3.842811;8.719949;1.611347;-0.017145766;0.017591698;-0.018728517;-17.58;-14.099999;-33.18;24.80803297737318;67.03901146295279
1553010613901;3.8643596;8.8085375;2.6121538;-0.023254417;-0.016005892;-0.01323073;-17.52;-14.4;-33.6;24.80803297737318;67.03901146295279
1553010613921;3.8859081;8.854029;2.0782306;-0.011647979;0.001709201;-0.016285056;-17.46;-14.759999;-33.6;24.80803297737318;67.03901146295279
1553010613941;3.8643596;9.069513;2.4158232;-0.039136913;0.012704776;-0.011398134;-17.52;-14.94;-33.36;24.80803297737318;67.03901146295279
1553010613961;3.9960446;9.352037;2.1452703;-0.048299894;0.04324804;-0.01323073;-17.88;-14.58;-34.02;24.80803297737318;67.03901146295279
1553010613982;4.0128045;9.538791;2.281744;-0.05746287;0.042637173;-0.034000147;-17.94;-14.219999;-34.14;24.80803297737318;67.03901146295279
1553010614002;3.9744961;9.115005;2.135693;-0.07701056;0.08295428;-0.07309553;-17.82;-14.16;-34.14;24.80803297737318;67.03901146295279
1553010614021;3.859571;8.875577;2.2961094;-0.099001706;0.07440217;-0.082869366;-17.52;-13.86;-34.2;24.808023028097228;67.03901081271376
1553010614042;3.668029;8.514041;2.308081;-0.14787093;0.0316416;-0.041941397;-17.34;-13.74;-34.559998;24.808023028097228;67.03901081271376
1553010614061;3.6392977;8.212362;2.545114;-0.14909264;-0.03677531;-0.006511213;-16.92;-13.86;-34.5;24.808023028097228;67.03901081271376
1553010614081;3.6081722;7.7909703;2.4158232;-0.113051616;-0.020281948;0.04174714;-17.46;-14.16;-34.32;24.808023028097228;67.03901081271376
