and 0.023942016065120697,0.27712884545326233,9.528324127197266
and 0.038307227194309235,0.27234044671058655,9.351153373718262
and 0.023942016065120697,0.21966800093650818,9.619303703308105
and -0.014365210197865963,0.22924481332302094,9.480440139770508
and 0.033518824726343155,0.18614917993545532,9.475651741027832
and 0.038307227194309235,0.14784196019172668,9.52353572845459
and -0.05746084079146385,0.20530278980731964,9.518747329711914
and 0.004788403399288654,0.0999579206109047,9.446921348571777
and 0.009576806798577309,0.20530278980731964,9.39903736114502
and 0.06224924325942993,0.15263035893440247,9.595361709594727
and 0.023942016065120697,0.18136078119277954,9.566631317138672
and -0.019153613597154617,0.19572599232196808,9.370306968688965
and 0.1149216815829277,0.04728548228740692,8.862735748291016
and -0.019153613597154617,0.17657238245010376,9.513958930969238
and 0.047884032130241394,0.21009120345115662,9.499593734741211
and -0.05267243832349777,0.15741875767707825,9.542689323425293
and 0,0.16220717132091522,9.700706481933594
and -0.05746084079146385,0.11432313174009323,9.518747329711914
and 0.05746084079146385,0.11911153793334961,9.59057331085205
and -0.009576806798577309,0.12868833541870117,9.494805335998535
and -0.019153613597154617,0.21009120345115662,9.710283279418945
and -0.014365210197865963,0.16220717132091522,9.686341285705566
and 0,0.19572599232196808,9.442132949829102
and -0.038307227194309235,0.18614917993545532,9.504382133483887
and 0.004788403399288654,0.17657238245010376,9.499593734741211
and 0.004788403399288654,0.2388216257095337,9.528324127197266
and -0.047884032130241394,0.20530278980731964,9.451709747314453
and 0.014365210197865963,0.09038111567497253,9.52353572845459
and -0.004788403399288654,0.1909375786781311,9.427767753601074
and 0.033518824726343155,0.09038111567497253,9.485228538513184
and 0.019153613597154617,0.18136078119277954,9.461286544799805
and -0.023942016065120697,0.18136078119277954,9.360730171203613
and 0.07182604819536209,0.29149407148361206,9.513958930969238
and -0.646434485912323,0.8086416125297546,13.550582885742188
and -0.181959331035614,-0.10115502029657364,2.9682116508483887
and -0.16759411990642548,0.17657238245010376,9.633668899536133
and 0.033518824726343155,0.20051439106464386,9.52353572845459
and -0.023942016065120697,0.13347674906253815,9.499593734741211
and -0.014365210197865963,0.13347674906253815,9.5809965133667
and 0.06703764945268631,0.21009120345115662,9.518747329711914
and -0.05267243832349777,0.23403321206569672,9.370306968688965
and -0.05267243832349777,0.12868833541870117,9.480440139770508
and 0,0.09038111567497253,9.499593734741211
and 0.009576806798577309,0.21966800093650818,9.528324127197266
and 0,0.24361002445220947,9.43255615234375
and -0.033518824726343155,0.18614917993545532,9.46607494354248
and 0.004788403399288654,0.21966800093650818,9.624092102050781
and -0.023942016065120697,0.20051439106464386,9.49001693725586
and 0.06224924325942993,0.16220717132091522,9.49001693725586
and 0.05746084079146385,0.33937808871269226,9.494805335998535
and 0.05267243832349777,0.15263035893440247,9.37509536743164
and -0.033518824726343155,0.18136078119277954,9.552266120910645
and -0.028730420395731926,0.23403321206569672,9.633668899536133
and -0.047884032130241394,0.18614917993545532,9.55705451965332
and -0.004788403399288654,0.21009120345115662,9.331999778747559
and -0.05267243832349777,0.18136078119277954,9.5809965133667
and 0.033518824726343155,0.20530278980731964,9.446921348571777
and 0.028730420395731926,0.17657238245010376,9.43255615234375
and -0.014365210197865963,0.1909375786781311,9.43255615234375
and 0,0.16220717132091522,9.52353572845459
and -0.038307227194309235,0.11911153793334961,9.499593734741211
and 0.05267243832349777,0.11911153793334961,9.59057331085205
and 0.023942016065120697,0.15263035893440247,9.39903736114502
and 0.043095629662275314,0.20051439106464386,9.528324127197266
and -0.033518824726343155,0.12868833541870117,9.504382133483887
and 0.019153613597154617,0.1430535465478897,9.49001693725586
and 0.05746084079146385,0.06643909960985184,9.504382133483887
and 0.028730420395731926,0.20530278980731964,9.537900924682617
and 0.009576806798577309,0.20051439106464386,9.461286544799805
and -0.009576806798577309,0.10474632680416107,9.571419715881348
and 0.033518824726343155,0.2148796021938324,9.39903736114502
and -0.023942016065120697,0.19572599232196808,9.61451530456543
and 0.05267243832349777,0.18136078119277954,9.513958930969238
and 0.009576806798577309,0.31543606519699097,9.55705451965332
and 0.033518824726343155,0.23403321206569672,9.384672164916992
and 0.06703764945268631,0.17657238245010376,9.638457298278809
and 0.033518824726343155,0.21009120345115662,9.49001693725586
and -0.028730420395731926,0.20530278980731964,9.59057331085205
and 0.019153613597154617,0.18136078119277954,9.475651741027832
and -0.004788403399288654,0.09038111567497253,9.547477722167969
and 0.06224924325942993,0.15741875767707825,9.427767753601074
and -0.05267243832349777,0.15263035893440247,9.451709747314453
and -0.019153613597154617,0.20051439106464386,9.604938507080078
and 0.009576806798577309,0.14784196019172668,9.437344551086426
and 0.014365210197865963,0.12868833541870117,9.585784912109375
and 0.023942016065120697,0.15741875767707825,9.504382133483887
and 0.004788403399288654,0.19572599232196808,9.542689323425293
and -0.10534487664699554,0.18136078119277954,9.49001693725586
and 0.08140286058187485,0.21009120345115662,9.317634582519531
and -0.038307227194309235,0.2388216257095337,9.442132949829102
and 0.043095629662275314,0.21009120345115662,9.480440139770508
and 0.014365210197865963,0.2388216257095337,9.542689323425293
and -0.043095629662275314,0.18136078119277954,9.475651741027832
and 0.009576806798577309,0.2148796021938324,9.46607494354248
and 0.038307227194309235,0.12389993667602539,9.542689323425293
and 0.038307227194309235,0.17657238245010376,9.499593734741211
